params,final_capital,total_return,total_return_pct,num_trades,win_rate,max_drawdown,improvement_vs_baseline,status
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-25961.56199999999,-75961.56199999999,-151.92312399999997,651,12.288786482334869,133.7529930928461,-135985.842,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-9023.772400000016,-59023.772400000016,-118.04754480000004,577,13.864818024263432,112.38049399734837,-119048.05240000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-1295.8955000000155,-51295.89550000001,-102.59179100000001,542,14.760147601476014,101.8526553339139,-111320.17550000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-26406.957400000003,-76406.9574,-152.8139148,640,12.1875,133.78897984482666,-136431.23739999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-8918.608400000026,-58918.60840000003,-117.83721680000005,557,14.003590664272892,112.4076038817307,-118942.88840000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-1065.072500000009,-51065.07250000001,-102.13014500000001,524,14.885496183206106,101.56474525840507,-111089.35250000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-26409.400000000012,-76409.40000000001,-152.8188,644,12.111801242236025,133.78896092179215,-136433.68,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-8927.911700000024,-58927.911700000026,-117.85582340000005,569,13.708260105448156,112.41349031706163,-118952.19170000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-1073.05230000001,-51073.05230000001,-102.14610460000002,529,14.744801512287333,101.564387656249,-111097.33230000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-26599.312899999994,-76599.31289999999,-153.1986258,644,12.111801242236025,134.031783473945,-136623.5929,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-8920.968300000017,-58920.968300000015,-117.84193660000003,565,13.805309734513274,112.40874320074778,-118945.2483,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-1073.6119000000106,-51073.61190000001,-102.14722380000003,534,14.606741573033707,101.56444131803713,-111097.89190000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-87732.32989999995,-137732.32989999995,-275.4646597999999,689,13.352685050798257,195.3694597818262,-197756.60989999995,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-53729.516199999955,-103729.51619999995,-207.4590323999999,593,15.51433389544688,165.21389876651952,-163753.79619999995,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-39307.1326,-89307.1326,-178.61426519999998,560,16.428571428571427,149.5426575643168,-149331.41259999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-87728.60329999999,-137728.6033,-275.45720659999995,681,13.509544787077827,195.36664998437743,-197752.8833,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-53732.467099999936,-103732.46709999994,-207.46493419999985,598,15.384615384615385,165.21356331126486,-163756.74709999992,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-39308.26659999997,-89308.26659999997,-178.61653319999994,562,16.370106761565836,149.5437581510948,-149332.54659999997,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-87795.42550000003,-137795.4255,-275.59085100000004,684,13.304093567251464,195.44013465378828,-197819.7055,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-53735.789299999924,-103735.78929999992,-207.47157859999982,602,15.11627906976744,165.2149939399674,-163760.06929999992,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-39309.67119999995,-89309.67119999995,-178.6193423999999,566,16.07773851590106,149.54439058534683,-149333.95119999995,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-85370.10300000005,-135370.10300000006,-270.7402060000001,652,12.269938650306749,195.00148538890153,-195394.38300000006,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-54652.96959999995,-104652.96959999995,-209.3059391999999,570,14.035087719298245,164.97773089509724,-164677.24959999995,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-40338.156200000034,-90338.15620000003,-180.67631240000006,535,14.953271028037381,149.39007329802962,-150362.43620000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-85366.70040000007,-135366.7004000001,-270.7334008000002,645,12.4031007751938,194.99744067996278,-195390.9804000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-54654.34089999992,-104654.34089999992,-209.30868179999985,573,13.961605584642234,164.97654928137047,-164678.62089999992,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-40338.216300000015,-90338.21630000001,-180.67643260000003,532,15.037593984962406,149.38775151364135,-150362.4963,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-85806.80670000012,-135806.80670000013,-271.6136134000003,651,12.288786482334869,195.48772493307308,-195831.08670000013,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-54651.442099999906,-104651.4420999999,-209.3028841999998,577,13.864818024263432,164.97536172570597,-164675.7220999999,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-40341.006099999984,-90341.00609999998,-180.68201219999997,542,14.760147601476014,149.38861782370557,-150365.28609999997,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-87420.2196000001,-137420.2196000001,-274.8404392000002,640,12.1875,195.08303366706244,-197444.4996000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-53539.95869999998,-103539.95869999999,-207.07991739999997,557,14.003590664272892,165.11285864845235,-163564.2387,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-39081.1873,-89081.18729999999,-178.16237459999996,524,14.885496183206106,149.36653354646202,-149105.4673,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-87422.66220000011,-137422.6622000001,-274.8453244000002,644,12.111801242236025,195.0830175734384,-197446.9422000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-53549.261999999944,-103549.26199999994,-207.09852399999988,569,13.708260105448156,165.11801517651614,-163573.54199999996,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-39089.167099999984,-89089.16709999999,-178.17833419999997,529,14.744801512287333,149.36621810730577,-149113.4471,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-87858.9759000001,-137858.9759000001,-275.7179518000002,644,12.111801242236025,195.55747076931652,-197883.2559000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-53542.31859999994,-103542.31859999994,-207.0846371999999,565,13.805309734513274,165.113856693985,-163566.59859999994,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-39089.72669999996,-89089.72669999997,-178.17945339999994,534,14.606741573033707,149.3662654421131,-149114.00669999997,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",15816.755199999983,-34183.244800000015,-68.36648960000002,313,7.348242811501597,79.81140840000003,-94207.52480000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",20950.62940000002,-29049.37059999998,-58.09874119999996,267,8.614232209737828,71.60414379999996,-89073.65059999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",23814.24309999999,-26185.75690000001,-52.371513800000024,241,9.54356846473029,66.26399220000002,-86210.0369,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",15748.04579999999,-34251.95420000001,-68.50390840000001,315,7.301587301587302,79.90919480000002,-94276.2342,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",22073.27569999997,-27926.72430000003,-55.853448600000064,271,8.487084870848708,70.90692620000006,-87951.00430000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",22854.250499999933,-27145.749500000067,-54.29149900000013,242,9.50413223140496,67.65298200000012,-87170.02950000006,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",17263.742200000015,-32736.257799999985,-65.47251559999997,310,7.419354838709677,77.99030479999996,-92760.53779999999,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",22569.982499999984,-27430.017500000016,-54.86003500000003,267,8.614232209737828,70.33799580000002,-87454.29750000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",23555.766599999995,-26444.233400000005,-52.88846680000001,242,9.50413223140496,66.68955220000001,-86468.5134,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",19017.726700000017,-30982.273299999983,-61.96454659999997,299,7.023411371237458,74.86536039999996,-91006.55329999999,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",20793.883500000004,-29206.116499999996,-58.41223299999999,249,8.433734939759036,70.9210356,-89230.3965,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",23210.73119999999,-26789.26880000001,-53.57853760000002,231,9.090909090909092,66.16627780000003,-86813.5488,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",18701.62639999998,-31298.37360000002,-62.596747200000046,300,7.000000000000001,75.27782760000004,-91322.65360000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",21356.161599999978,-28643.838400000022,-57.28767680000004,253,8.300395256916996,70.13627560000005,-88668.11840000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",23255.2109,-26744.7891,-53.4895782,229,9.170305676855897,66.12367459999999,-86769.0691,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",19287.178999999975,-30712.821000000025,-61.425642000000046,299,7.023411371237458,74.52968080000004,-90737.10100000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",22891.381100000006,-27108.618899999994,-54.217237799999985,249,8.433734939759036,68.5265978,-87132.8989,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",23447.787299999993,-26552.212700000007,-53.10442540000001,230,9.130434782608695,65.89351080000002,-86576.4927,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",15478.902399999952,-34521.09760000005,-69.0421952000001,296,6.756756756756757,79.2701644000001,-94545.37760000005,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",22893.77539999998,-27106.22460000002,-54.21244920000004,245,8.16326530612245,68.52976340000005,-87130.50460000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",26865.48929999996,-23134.51070000004,-46.26902140000008,224,8.928571428571429,63.40038620000006,-83158.79070000004,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",13867.95169999997,-36132.04830000003,-72.26409660000006,302,6.622516556291391,81.42909020000005,-96156.32830000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",22170.56569999998,-27829.43430000002,-55.658868600000034,252,7.936507936507936,68.67017600000004,-87853.71430000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",28253.177499999936,-21746.822500000064,-43.49364500000013,224,8.928571428571429,60.63187020000008,-81771.10250000007,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",16048.98369999999,-33951.01630000001,-67.90203260000001,294,6.802721088435375,78.54832080000001,-93975.29630000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",24706.096799999978,-25293.903200000022,-50.58780640000005,244,8.19672131147541,67.30309960000005,-85318.18320000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",29234.680100000034,-20765.319899999966,-41.53063979999993,223,8.968609865470851,61.848391400000004,-80789.59989999997,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",6175.422499999986,-43824.577500000014,-87.64915500000002,313,7.348242811501597,93.40438080000003,-103848.85750000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",10421.608800000002,-39578.3912,-79.1567824,267,8.614232209737828,87.9713934,-99602.6712,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",13266.029200000003,-36733.970799999996,-73.46794159999999,241,9.54356846473029,83.7146354,-96758.2508,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",6122.373399999982,-43877.62660000002,-87.75525320000004,315,7.301587301587302,93.47092660000004,-103901.90660000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",11105.106499999994,-38894.893500000006,-77.789787,271,8.487084870848708,87.17504279999999,-98919.1735,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",12472.297200000012,-37527.702799999985,-75.05540559999997,242,9.50413223140496,84.72274299999998,-97551.98279999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",7028.528199999988,-42971.471800000014,-85.94294360000004,310,7.419354838709677,92.51721160000002,-102995.75180000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",11562.664099999996,-38437.335900000005,-76.87467180000002,267,8.614232209737828,86.64035620000001,-98461.6159,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",13030.714500000007,-36969.28549999999,-73.93857099999998,242,9.50413223140496,84.04735819999998,-96993.5655,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",7857.369000000018,-42142.63099999998,-84.28526199999996,299,7.023411371237458,91.21950739999996,-102166.91099999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",10337.856100000006,-39662.143899999995,-79.3242878,249,8.433734939759036,87.56717879999998,-99686.4239,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",12696.206199999986,-37303.793800000014,-74.60758760000003,231,9.090909090909092,83.80450220000002,-97328.07380000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",7658.066300000017,-42341.93369999998,-84.68386739999995,300,7.000000000000001,91.43360319999996,-102366.21369999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",10681.630599999988,-39318.36940000001,-78.63673880000002,253,8.300395256916996,87.14960220000002,-99342.64940000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",12755.30369999998,-37244.69630000002,-74.48939260000003,229,9.170305676855897,83.75811960000004,-97268.97630000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",8049.557900000002,-41950.4421,-83.90088420000001,299,7.023411371237458,91.0217894,-101974.7221,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",11866.183000000012,-38133.81699999999,-76.26763399999997,249,8.433734939759036,85.71317459999996,-98158.09699999998,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",12898.577199999996,-37101.4228,-74.2028456,230,9.130434782608695,83.6081928,-97125.7028,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",5735.161899999984,-44264.838100000015,-88.52967620000003,296,6.756756756756757,93.47399900000003,-104289.11810000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",11466.58419999998,-38533.41580000002,-77.06683160000003,245,8.16326530612245,85.99437980000005,-98557.69580000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",4865.833599999984,-45134.16640000002,-90.26833280000002,302,6.622516556291391,94.46624580000004,-105158.44640000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",15300.394599999974,-34699.60540000003,-69.39921080000005,224,8.928571428571429,80.22472320000004,-94723.88540000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",10818.496699999978,-39181.503300000026,-78.36300660000005,252,7.936507936507936,86.78217000000005,-99205.78330000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",16397.594299999968,-33602.40570000003,-67.20481140000007,224,8.928571428571429,78.85151360000006,-93626.68570000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",6084.393799999989,-43915.60620000001,-87.83121240000001,294,6.802721088435375,93.10121940000002,-103939.88620000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",12749.693199999994,-37250.306800000006,-74.50061360000001,244,8.19672131147541,84.43889519999999,-97274.5868,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",17279.82669999998,-32720.17330000002,-65.44034660000004,223,8.968609865470851,77.74238540000002,-92744.45330000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",26995.73459999999,-23004.26540000001,-46.008530800000024,139,4.316546762589928,72.06170300000002,-83028.5454,success
