params,final_capital,total_return,total_return_pct,num_trades,win_rate,max_drawdown,improvement_vs_baseline,status
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",13130.284499999994,-36869.715500000006,-73.73943100000001,89,2.247191011235955,82.126551,-96893.9955,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",5728.96079999999,-44271.039200000014,-88.54207840000002,106,1.8867924528301887,92.94707840000002,-104295.31920000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",10278.845099999979,-39721.15490000002,-79.44230980000005,92,2.1739130434782608,86.49030980000005,-99745.43490000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",12647.267999999978,-37352.73200000002,-74.70546400000003,90,2.2222222222222223,82.77542400000004,-97377.01200000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",5954.59339999998,-44045.40660000002,-88.09081320000003,105,1.9047619047619049,92.67201320000005,-104069.68660000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",10765.092299999977,-39234.907700000025,-78.46981540000006,90,2.2222222222222223,85.83497540000006,-99259.18770000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",12975.040399999987,-37024.95960000002,-74.04991920000003,88,2.272727272727273,82.33131920000002,-97049.23960000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",4356.125900000001,-45643.8741,-91.28774820000001,106,1.8867924528301887,94.3677482,-105668.1541,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",10513.33800000001,-39486.66199999999,-78.97332399999998,99,2.0202020202020203,85.55332399999998,-99510.94199999998,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",15921.132800000009,-34078.86719999999,-68.1577344,92,2.1739130434782608,77.39773439999999,-94103.14719999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",4214.244699999995,-45785.755300000004,-91.57151060000001,106,1.8867924528301887,94.5465106,-105810.0353,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",10403.185800000003,-39596.81419999999,-79.19362839999998,98,2.0408163265306123,85.70362839999999,-99621.09419999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",16396.0968,-33603.9032,-67.20780640000001,91,2.197802197802198,76.72780639999999,-93628.1832,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",4220.860699999997,-45779.1393,-91.55827860000001,108,1.8518518518518516,94.5332786,-105803.41930000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",10639.426000000003,-39360.57399999999,-78.72114799999999,97,2.0618556701030926,85.37114799999999,-99384.85399999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",16510.26100000001,-33489.73899999999,-66.97947799999997,90,2.2222222222222223,76.56947799999998,-93514.01899999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",4349.621399999989,-45650.37860000001,-91.30075720000002,99,2.0202020202020203,94.29105720000003,-105674.65860000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",7216.7375999999895,-42783.26240000001,-85.56652480000001,96,2.083333333333333,89.92884480000002,-102807.5424,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",12387.906,-37612.094,-75.224188,85,2.3529411764705883,82.18982799999999,-97636.374,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",3910.634199999987,-46089.365800000014,-92.17873160000003,103,1.9417475728155338,94.85241160000002,-106113.64580000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",7124.145899999996,-42875.854100000004,-85.75170820000001,96,2.083333333333333,90.07884820000001,-102900.1341,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",12316.048799999993,-37683.95120000001,-75.36790240000002,86,2.3255813953488373,82.29836240000002,-97708.23120000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",3767.7796999999828,-46232.220300000015,-92.46444060000003,105,1.9047619047619049,95.03258060000003,-106256.50030000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",7304.167499999996,-42695.832500000004,-85.391665,95,2.1052631578947367,89.82434500000001,-102720.1125,success
"{'supertrend_period': 7, 'supertrend_multiplier': 2.5, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",12249.782700000003,-37750.2173,-75.50043459999999,85,2.3529411764705883,82.39571459999999,-97774.49729999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",17323.35719999997,-32676.64280000003,-65.35328560000006,61,1.639344262295082,77.21576560000007,-92700.92280000003,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",22050.34499999999,-27949.65500000001,-55.89931000000002,52,1.9230769230769231,69.23539000000002,-87973.93500000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",24850.671800000004,-25149.328199999996,-50.2986564,49,2.0408163265306123,64.26101639999999,-85173.60819999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",16987.73159999997,-33012.26840000003,-66.02453680000005,61,1.639344262295082,77.66597680000005,-93036.54840000003,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",21709.45459999999,-28290.54540000001,-56.58109080000002,52,1.9230769230769231,69.73297080000003,-88314.8254,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",24467.754399999994,-25532.245600000006,-51.064491200000006,49,2.0408163265306123,64.80581120000001,-85556.52560000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",16992.244999999984,-33007.75500000002,-66.01551000000005,61,1.639344262295082,77.65695000000004,-93032.03500000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",21679.357899999988,-28320.642100000012,-56.64128420000002,52,1.9230769230769231,69.75632420000004,-88344.92210000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",24418.781199999998,-25581.218800000002,-51.16243760000001,49,2.0408163265306123,64.86691760000001,-85605.4988,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",13892.925699999998,-36107.0743,-72.2141486,66,1.5151515151515151,81.71886860000001,-96131.3543,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",21676.53009999999,-28323.46990000001,-56.64693980000002,59,1.694915254237288,69.76197980000003,-88347.74990000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",27652.505100000013,-22347.494899999987,-44.69498979999997,53,1.8867924528301887,60.24146979999998,-82371.77489999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",13726.31209999999,-36273.68790000001,-72.54737580000003,65,1.5384615384615385,81.94157580000002,-96297.96790000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",21294.77709999998,-28705.22290000002,-57.41044580000004,59,1.694915254237288,70.30444580000005,-88729.50290000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",27749.438100000014,-22250.561899999986,-44.50112379999997,53,1.8867924528301887,60.084443799999974,-82274.84189999998,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",13713.706399999997,-36286.293600000005,-72.5725872,65,1.5384615384615385,81.9667872,-96310.5736,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",21251.1149,-28748.8851,-57.4977702,59,1.694915254237288,70.3549302,-88773.1651,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",27558.347500000025,-22441.652499999975,-44.88330499999995,53,1.8867924528301887,60.35610499999995,-82465.93249999997,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",13594.252699999988,-36405.74730000001,-72.81149460000002,61,1.639344262295082,81.41939060000003,-96430.02730000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",17127.583099999993,-32872.41690000001,-65.74483380000002,59,1.694915254237288,75.28030480000001,-92896.69690000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",24275.524099999995,-25724.475900000005,-51.44895180000001,48,2.083333333333333,63.95266280000001,-85748.7559,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",13280.363099999984,-36719.63690000001,-73.43927380000002,61,1.639344262295082,81.82455180000004,-96743.91690000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",17203.865899999993,-32796.13410000001,-65.59226820000002,59,1.694915254237288,75.16484220000001,-92820.41410000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",24363.275699999995,-25636.724300000005,-51.273448600000016,48,2.083333333333333,63.814262600000006,-85661.0043,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",13272.725699999984,-36727.27430000002,-73.45454860000004,61,1.639344262295082,81.83982660000004,-96751.55430000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",17189.03609999999,-32810.96390000001,-65.62192780000002,59,1.694915254237288,75.19450180000003,-92835.2439,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.01, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",23992.986599999982,-26007.013400000018,-52.01402680000003,48,2.083333333333333,64.36932580000003,-86031.29340000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",7823.142099999988,-42176.85790000001,-84.35371580000002,61,1.639344262295082,91.20595580000003,-102201.1379,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",12530.358199999979,-37469.64180000002,-74.93928360000004,52,1.9230769230769231,84.81240360000005,-97493.92180000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",15520.212099999993,-34479.78790000001,-68.95957580000001,49,2.0408163265306123,80.41681580000001,-94504.06790000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",7599.546299999986,-42400.45370000001,-84.80090740000003,61,1.639344262295082,91.46894740000003,-102424.73370000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",12234.937699999977,-37765.06230000002,-75.53012460000004,52,1.9230769230769231,85.18220460000006,-97789.34230000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",15165.676999999981,-34834.32300000002,-69.66864600000004,49,2.0408163265306123,80.86800600000004,-94858.60300000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",7600.723099999977,-42399.276900000026,-84.79855380000005,61,1.639344262295082,91.46659380000006,-102423.55690000003,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",12210.100299999975,-37789.89970000002,-75.57979940000004,52,1.9230769230769231,85.19503940000006,-97814.17970000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",15121.622499999985,-34878.37750000002,-69.75675500000004,49,2.0408163265306123,80.91927500000003,-94902.65750000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",5555.849299999996,-44444.150700000006,-88.88830140000002,66,1.5151515151515151,93.75118140000001,-104468.4307,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",13041.074200000008,-36958.92579999999,-73.91785159999998,59,1.694915254237288,84.19621159999998,-96983.2058,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",19261.2535,-30738.7465,-61.477493,53,1.8867924528301887,75.69773300000001,-90763.0265,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",5462.130299999992,-44537.86970000001,-89.07573940000002,65,1.5384615384615385,93.86493940000001,-104562.14970000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",12698.069500000005,-37301.930499999995,-74.603861,59,1.694915254237288,84.62434099999999,-97326.21049999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",19386.392599999992,-30613.607400000008,-61.22721480000002,53,1.8867924528301887,75.55797480000003,-90637.8874,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",5436.852999999997,-44563.147000000004,-89.126294,65,1.5384615384615385,93.87865400000001,-104587.427,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",12659.963899999999,-37340.0361,-74.6800722,59,1.694915254237288,84.6637122,-97364.3161,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 25, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",19186.764600000006,-30813.235399999994,-61.626470799999986,53,1.8867924528301887,75.80987079999998,-90837.51539999999,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",5431.5687999999855,-44568.43120000001,-89.13686240000003,61,1.639344262295082,93.58922240000003,-104592.71120000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",8519.864499999987,-41480.13550000001,-82.96027100000002,59,1.694915254237288,89.19357500000002,-101504.4155,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",15061.686199999993,-34938.3138,-69.8766276,48,2.083333333333333,80.1912616,-94962.5938,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",5253.005099999984,-44746.99490000002,-89.49398980000004,61,1.639344262295082,93.79793780000003,-104771.27490000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",8577.072399999994,-41422.92760000001,-82.84585520000002,59,1.694915254237288,89.11626220000001,-101447.20760000001,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",15137.362999999992,-34862.63700000001,-69.72527400000001,48,2.083333333333333,80.07701100000001,-94886.91700000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",5228.607799999982,-44771.39220000002,-89.54278440000003,61,1.639344262295082,93.80962940000003,-104795.67220000002,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",8567.537199999992,-41432.46280000001,-82.86492560000002,59,1.694915254237288,89.13533260000003,-101456.7428,success
"{'supertrend_period': 7, 'supertrend_multiplier': 3.0, 'risk_per_trade': 0.015, 'adx_threshold': 30, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",14797.433999999994,-35202.566000000006,-70.40513200000001,48,2.083333333333333,80.53425100000003,-95226.846,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-26365.83990000002,-76365.83990000002,-152.73167980000005,689,13.352685050798257,133.72264489354822,-136390.11990000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-9166.579400000017,-59166.57940000002,-118.33315880000004,593,15.51433389544688,112.73288013158222,-119190.85940000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-1335.191800000027,-51335.19180000003,-102.67038360000006,560,16.428571428571427,101.93338884548682,-111359.47180000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-26362.113300000026,-76362.11330000003,-152.72422660000004,681,13.509544787077827,133.71934068726065,-136386.39330000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-9169.530300000019,-59169.53030000002,-118.33906060000004,598,15.384615384615385,112.73249702905026,-119193.81030000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-1336.325800000028,-51336.32580000003,-102.67265160000005,562,16.370106761565836,101.93463722588616,-111360.60580000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.5}",-26553.46550000001,-76553.4655,-153.106931,684,13.304093567251464,133.964908112546,-136577.74550000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 1.8}",-9172.852500000015,-59172.852500000015,-118.34570500000004,602,15.11627906976744,112.73413086089722,-119197.1325,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 20, 'volume_ratio_threshold': 1.1, 'atr_stop_multiplier': 2.0}",-1337.7304000000279,-51337.73040000003,-102.67546080000005,566,16.07773851590106,101.93535458733358,-111362.01040000003,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.5}",-26126.929899999996,-76126.92989999999,-152.25385979999996,652,12.269938650306749,133.9673776563968,-136151.2099,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 1.8}",-9025.29990000002,-59025.29990000002,-118.05059980000003,570,14.035087719298245,112.38322199829973,-119049.57990000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 0.9, 'atr_stop_multiplier': 2.0}",-1293.0456000000147,-51293.04560000001,-102.58609120000001,535,14.953271028037381,101.85432710983886,-111317.32560000001,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.5}",-26123.5273,-76123.5273,-152.2470546,645,12.4031007751938,133.9626547826076,-136147.8073,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 1.8}",-9026.671200000023,-59026.671200000026,-118.05334240000005,573,13.961605584642234,112.38186141877226,-119050.95120000002,success
"{'supertrend_period': 10, 'supertrend_multiplier': 2.0, 'risk_per_trade': 0.01, 'adx_threshold': 25, 'volume_ratio_threshold': 1.0, 'atr_stop_multiplier': 2.0}",-1293.105700000015,-51293.105700000015,-102.58621140000004,532,15.037593984962406,101.8516602793911,-111317.38570000001,success
